,Date,Close,buy,share,cost,total_shares,total_cost,stock_value,ex_dividend_date,dividend_amount,dividend_cash,capital_gains,dividend_ratio
76,2008-04-29,26.309999,0,0,0.0,4000,99780.001,105239.996,0,0.0,0.0,5.472033418801024,0.0
77,2008-04-30,26.42,0,0,0.0,4000,99780.001,105680.0,0,0.0,0.0,5.913007557496412,0.0
78,2008-05-02,26.49,0,0,0.0,4000,99780.001,105960.0,0,0.0,0.0,6.193624912872065,0.0
79,2008-05-05,26.200001,0,0,0.0,4000,99780.001,104800.004,0,0.0,0.0,5.031071306563724,0.0
80,2008-05-06,26.27,0,0,0.0,4000,99780.001,105080.0,0,0.0,0.0,5.311684653120014,0.0
81,2008-05-07,26.4,0,0,0.0,4000,99780.001,105600.0,0,0.0,0.0,5.8328311702462265,0.0
82,2008-05-08,26.18,0,0,0.0,4000,99780.001,104720.0,0,0.0,0.0,4.950890910494174,0.0
83,2008-05-09,26.030001,0,0,0.0,4000,99780.001,104120.004,0,0.0,0.0,4.349572014937139,0.0
84,2008-05-12,26.110001,0,0,0.0,4000,99780.001,104440.004,0,0.0,0.0,4.670277563937884,0.0
85,2008-05-13,26.58,0,0,0.0,4000,99780.001,106320.0,0,0.0,0.0,6.554418655497905,0.0
86,2008-05-14,26.67,0,0,0.0,4000,99780.001,106680.0,0,0.0,0.0,6.915212398123745,0.0
87,2008-05-15,27.129999,1,1000,27129.999,5000,126910.0,135649.995,0,0.0,0.0,6.886766212276413,0.0
88,2008-05-16,27.23,0,0,0.0,5000,126910.0,136150.0,0,0.0,0.0,7.280750137892995,0.0
89,2008-05-19,27.58,0,0,0.0,5000,126910.0,137900.0,0,0.0,0.0,8.659680088251518,0.0
90,2008-05-20,26.99,0,0,0.0,5000,126910.0,134950.0,0,0.0,0.0,6.335198171932865,0.0
91,2008-05-21,26.799999,0,0,0.0,5000,126910.0,133999.995,0,0.0,0.0,5.586632259081235,0.0
92,2008-05-22,26.530001,0,0,0.0,5000,126910.0,132650.005,0,0.0,0.0,4.5228941769758135,0.0
93,2008-05-23,26.23,0,0,0.0,5000,126910.0,131150.0,0,0.0,0.0,3.34095027972579,0.0
94,2008-05-26,25.940001,0,0,0.0,5000,126910.0,129700.00499999999,0,0.0,0.0,2.198412260657151,0.0
95,2008-05-27,26.08,0,0,0.0,5000,126910.0,130399.99999999999,0,0.0,0.0,2.7499803010006976,0.0
96,2008-05-28,25.73,0,0,0.0,5000,126910.0,128650.0,0,0.0,0.0,1.3710503506421874,0.0
97,2008-05-29,25.68,0,0,0.0,5000,126910.0,128400.0,0,0.0,0.0,1.174060357733827,0.0
98,2008-05-30,25.41,0,0,0.0,5000,126910.0,127050.0,0,0.0,0.0,0.11031439602868175,0.0
99,2008-06-02,25.639999,0,0,0.0,5000,126910.0,128199.995,0,0.0,0.0,1.016464423607277,0.0
100,2008-06-03,25.24,0,0,0.0,5000,126910.0,126199.99999999999,0,0.0,0.0,-0.5594515798597546,0.0
101,2008-06-04,25.49,0,0,0.0,5000,126910.0,127449.99999999999,0,0.0,0.0,0.42549838468204665,0.0
102,2008-06-05,25.790001,0,0,0.0,5000,126910.0,128950.005,0,0.0,0.0,1.6074422819320815,0.0
103,2008-06-06,25.790001,0,0,0.0,5000,126910.0,128950.005,0,0.0,0.0,1.6074422819320815,0.0
104,2008-06-09,25.469999,0,0,0.0,5000,126910.0,127349.99500000001,0,0.0,0.0,0.3466984477188637,0.0
105,2008-06-10,24.860001,0,0,0.0,5000,126910.0,124300.005,0,0.0,0.0,-2.056571586163419,0.0
106,2008-06-11,24.76,0,0,0.0,5000,126910.0,123800.00000000001,0,0.0,0.0,-2.45055551177999,0.0
107,2008-06-12,23.76,0,0,0.0,5000,126910.0,118800.00000000001,0,0.0,0.0,-6.390355369947195,0.0
108,2008-06-13,23.889999,0,0,0.0,5000,126910.0,119449.995,0,0.0,0.0,-5.8781853281853325,0.0
109,2008-06-16,24.129999,1,1000,24129.999,6000,151039.999,144779.994,0,0.0,0.0,-4.144600795448896,0.0
110,2008-06-17,24.040001,0,0,0.0,6000,151039.999,144240.006,0,0.0,0.0,-4.502114039341338,0.0
111,2008-06-18,24.200001,0,0,0.0,6000,151039.999,145200.006,0,0.0,0.0,-3.8665208147942427,0.0
112,2008-06-19,23.73,0,0,0.0,6000,151039.999,142380.0,0,0.0,0.0,-5.733579884358984,0.0
113,2008-06-20,23.290001,0,0,0.0,6000,151039.999,139740.006,0,0.0,0.0,-7.481457279405845,0.0
114,2008-06-23,23.09,0,0,0.0,6000,151039.999,138540.0,0,0.0,0.0,-8.275952782547364,0.0
115,2008-06-24,22.639999,0,0,0.0,6000,151039.999,135839.994,0,0.0,0.0,-10.063562699043716,0.0
116,2008-06-25,23.110001,0,0,0.0,6000,151039.999,138660.006,0,0.0,0.0,-8.196499657021327,0.0
117,2008-06-26,23.129999,0,0,0.0,6000,151039.999,138779.994,0,0.0,0.0,-8.117058448868239,0.0
118,2008-06-27,22.49,0,0,0.0,6000,151039.999,134940.0,0,0.0,0.0,-10.65942737459897,0.0
119,2008-06-30,22.540001,0,0,0.0,6000,151039.999,135240.006,0,0.0,0.0,-10.460800519470352,0.0
120,2008-07-01,22.290001,0,0,0.0,6000,151039.999,133740.006,0,0.0,0.0,-11.453914932825189,0.0
121,2008-07-02,22.4,0,0,0.0,6000,151039.999,134400.0,0,0.0,0.0,-11.01694856340671,0.0
122,2008-07-03,22.469999,0,0,0.0,6000,151039.999,134819.994,0,0.0,0.0,-10.738880500125006,0.0
123,2008-07-04,21.91,0,0,0.0,6000,151039.999,131460.0,0,0.0,0.0,-12.963452813582188,0.0
124,2008-07-07,22.280001,0,0,0.0,6000,151039.999,133680.006,0,0.0,0.0,-11.493639509359383,0.0
125,2008-07-08,21.41,0,0,0.0,6000,151039.999,128460.0,0,0.0,0.0,-14.949681640291859,0.0
126,2008-07-09,21.459999,0,0,0.0,6000,151039.999,128759.994,0,0.0,0.0,-14.751062730078543,0.0
127,2008-07-10,21.66,0,0,0.0,6000,151039.999,129960.0,0,0.0,0.0,-13.956567226937025,0.0
128,2008-07-11,22.18,0,0,0.0,6000,151039.999,133080.0,0,0.0,0.0,-11.890889247158967,0.0
129,2008-07-14,21.950001,0,0,0.0,6000,151039.999,131700.006,0,0.0,0.0,-12.804550534987765,0.0
130,2008-07-15,21.059999,1,1000,21059.999,7000,172099.99800000002,147419.99300000002,0,0.0,0.0,-14.340502781412004,0.0
131,2008-07-16,20.76,0,0,0.0,7000,172099.99800000002,145320.0,0,0.0,0.0,-15.560719530049047,0.0
132,2008-07-17,21.280001,0,0,0.0,7000,172099.99800000002,148960.00699999998,0,0.0,0.0,-13.44566604817743,0.0
133,2008-07-18,20.77,0,0,0.0,7000,172099.99800000002,145390.0,0,0.0,0.0,-15.52004550284772,0.0
134,2008-07-21,21.33,0,0,0.0,7000,172099.99800000002,149310.0,0,0.0,0.0,-13.242299979573513,0.0
135,2008-07-22,21.27,0,0,0.0,7000,172099.99800000002,148890.0,0,0.0,0.0,-13.486344142781464,0.0
136,2008-07-23,22.110001,0,0,0.0,7000,172099.99800000002,154770.007,0,0.0,0.0,-10.069721790467428,0.0
137,2008-07-24,22.4,0,0,0.0,7000,172099.99800000002,156800.0,0,0.0,0.0,-8.890179069031726,0.0
138,2008-07-25,22.120001,0,0,0.0,7000,172099.99800000002,154840.00699999998,0,0.0,0.0,-10.029047763266119,0.0
139,2008-07-29,21.59,0,0,0.0,7000,172099.99800000002,151130.0,0,0.0,0.0,-12.184775272339062,0.0
140,2008-07-30,21.75,0,0,0.0,7000,172099.99800000002,152250.0,0,0.0,0.0,-11.533990837117859,0.0
141,2008-07-31,21.639999,0,0,0.0,7000,172099.99800000002,151479.993,0,0.0,0.0,-11.981409203735163,0.0
142,2008-08-01,21.48,0,0,0.0,7000,172099.99800000002,150360.0,0,0.0,0.0,-12.632189571553637,0.0
143,2008-08-04,21.23,0,0,0.0,7000,172099.99800000002,148610.0,0,0.0,0.0,-13.649040251586767,0.0
144,2008-08-05,20.66,0,0,0.0,7000,172099.99800000002,144620.0,0,0.0,0.0,-15.967459802062297,0.0
145,2008-08-06,21.23,0,0,0.0,7000,172099.99800000002,148610.0,0,0.0,0.0,-13.649040251586767,0.0
146,2008-08-07,21.139999,0,0,0.0,7000,172099.99800000002,147979.993,0,0.0,0.0,-14.01511056380142,0.0
147,2008-08-08,21.6,0,0,0.0,7000,172099.99800000002,151200.0,0,0.0,0.0,-12.144101245137737,0.0
148,2008-08-11,21.99,0,0,0.0,7000,172099.99800000002,153930.0,0,0.0,0.0,-10.557814184286055,0.0
149,2008-08-12,21.879999,0,0,0.0,7000,172099.99800000002,153159.99300000002,0,0.0,0.0,-11.005232550903344,0.0
150,2008-08-13,22.15,0,0,0.0,7000,172099.99800000002,155050.0,0,0.0,0.0,-9.907029749064854,0.0
151,2008-08-14,22.4,0,0,0.0,7000,172099.99800000002,156800.0,0,0.0,0.0,-8.890179069031726,0.0
152,2008-08-15,22.030001,1,1000,22030.001,8000,194129.999,176240.008,0,0.0,0.0,-9.215469578197446,0.0
153,2008-08-18,21.549999,0,0,0.0,8000,194129.999,172399.992,0,0.0,0.0,-11.193533772181192,0.0
154,2008-08-19,21.65,0,0,0.0,8000,194129.999,173200.0,0,0.0,0.0,-10.781434661213803,0.0
155,2008-08-20,21.700001,0,0,0.0,8000,194129.999,173600.008,0,0.0,0.0,-10.575383045255158,0.0
156,2008-08-21,21.190001,0,0,0.0,8000,194129.999,169520.008,0,0.0,0.0,-12.67706749434435,0.0
157,2008-08-22,21.16,0,0,0.0,8000,194129.999,169280.0,0,0.0,0.0,-12.800700112299495,0.0
158,2008-08-25,21.559999,0,0,0.0,8000,194129.999,172479.992,0,0.0,0.0,-11.152324273179444,0.0
159,2008-08-26,21.43,0,0,0.0,8000,194129.999,171440.0,0,0.0,0.0,-11.688043639252276,0.0
160,2008-08-27,21.83,0,0,0.0,8000,194129.999,174640.0,0,0.0,0.0,-10.039663679182324,0.0
161,2008-08-28,21.879999,0,0,0.0,8000,194129.999,175039.992,0,0.0,0.0,-9.833620305123482,0.0
162,2008-08-29,22.120001,0,0,0.0,8000,194129.999,176960.008,0,0.0,0.0,-8.844584087181708,0.0
163,2008-09-01,21.450001,0,0,0.0,8000,194129.999,171600.008,0,0.0,0.0,-11.60562052029888,0.0
164,2008-09-02,21.23,0,0,0.0,8000,194129.999,169840.0,0,0.0,0.0,-12.512233619287253,0.0
165,2008-09-03,20.719999,0,0,0.0,8000,194129.999,165759.992,0,0.0,0.0,-14.613922189326345,0.0
166,2008-09-04,20.02,0,0,0.0,8000,194129.999,160160.0,0,0.0,0.0,-17.49858299849886,0.0
167,2008-09-05,19.540001,0,0,0.0,8000,194129.999,156320.008,0,0.0,0.0,-19.476634829632903,0.0
168,2008-09-08,20.6,0,0,0.0,8000,194129.999,164800.0,0,0.0,0.0,-15.108432056397431,0.0
169,2008-09-09,19.809999,0,0,0.0,8000,194129.999,158479.992,0,0.0,0.0,-18.36398659848549,0.0
170,2008-09-10,19.889999,0,0,0.0,8000,194129.999,159119.992,0,0.0,0.0,-18.034310606471497,0.0
171,2008-09-11,19.129999,0,0,0.0,8000,194129.999,153039.992,0,0.0,0.0,-21.166232530604407,0.0
172,2008-09-12,19.4,0,0,0.0,8000,194129.999,155200.0,0,0.0,0.0,-20.053571936607288,0.0
173,2008-09-15,18.469999,1,1000,18469.999,9000,212599.99800000002,166229.991,0,0.0,0.0,-21.81091600951003,0.0
174,2008-09-16,17.41,0,0,0.0,9000,212599.99800000002,156690.0,0,0.0,0.0,-26.298211912494946,0.0
175,2008-09-17,17.51,0,0,0.0,9000,212599.99800000002,157590.0,0,0.0,0.0,-25.87488171095844,0.0
176,2008-09-18,16.92,0,0,0.0,9000,212599.99800000002,152280.00000000003,0,0.0,0.0,-28.372529900023792,0.0
177,2008-09-19,17.959999,0,0,0.0,9000,212599.99800000002,161639.991,0,0.0,0.0,-23.969900037346196,0.0
178,2008-09-22,18.51,0,0,0.0,9000,212599.99800000002,166590.0,0,0.0,0.0,-21.641579695593418,0.0
179,2008-09-23,18.790001,0,0,0.0,9000,212599.99800000002,169110.009,0,0.0,0.0,-20.456250897989204,0.0
180,2008-09-24,18.76,0,0,0.0,9000,212599.99800000002,168840.0,0,0.0,0.0,-20.583254191752165,0.0
181,2008-09-25,18.469999,0,0,0.0,9000,212599.99800000002,166229.991,0,0.0,0.0,-21.81091600951003,0.0
182,2008-09-26,17.91,0,0,0.0,9000,212599.99800000002,161190.0,0,0.0,0.0,-24.181560904812432,0.0
183,2008-09-30,17.34,0,0,0.0,9000,212599.99800000002,156060.0,0,0.0,0.0,-26.594543053570497,0.0
184,2008-10-01,17.620001,0,0,0.0,9000,212599.99800000002,158580.009,0,0.0,0.0,-25.40921425596628,0.0
185,2008-10-02,17.51,0,0,0.0,9000,212599.99800000002,157590.0,0,0.0,0.0,-25.87488171095844,0.0
186,2008-10-03,17.67,0,0,0.0,9000,212599.99800000002,159030.00000000003,0,0.0,0.0,-25.197553388500026,0.0
187,2008-10-06,17.030001,0,0,0.0,9000,212599.99800000002,153270.009,0,0.0,0.0,-27.906862445031642,0.0
188,2008-10-07,17.120001,0,0,0.0,9000,212599.99800000002,154080.009,0,0.0,0.0,-27.52586526364879,0.0
189,2008-10-08,16.16,0,0,0.0,9000,212599.99800000002,145440.0,0,0.0,0.0,-31.589839431701222,0.0
190,2008-10-09,15.77,0,0,0.0,9000,212599.99800000002,141930.0,0,0.0,0.0,-33.240827217693585,0.0
191,2008-10-13,15.35,0,0,0.0,9000,212599.99800000002,138150.0,0,0.0,0.0,-35.018814064146895,0.0
192,2008-10-14,16.120001,0,0,0.0,9000,212599.99800000002,145080.009,0,0.0,0.0,-31.759167279013816,0.0
193,2008-10-15,16.030001,1,1000,16030.000999999998,10000,228629.999,160300.00999999998,0,0.0,0.0,-29.88671184834324,0.0
194,2008-10-16,15.48,0,0,0.0,10000,228629.999,154800.0,0,0.0,0.0,-32.29234978914556,0.0
195,2008-10-17,15.2,0,0,0.0,10000,228629.999,152000.0,0,0.0,0.0,-33.51703596867006,0.0
196,2008-10-20,15.11,0,0,0.0,10000,228629.999,151100.0,0,0.0,0.0,-33.91068509780294,0.0
197,2008-10-21,15.02,0,0,0.0,10000,228629.999,150200.0,0,0.0,0.0,-34.304334226935815,0.0
198,2008-10-22,14.75,0,0,0.0,10000,228629.999,147500.0,0,0.0,0.0,-35.48528161433443,0.0
199,2008-10-23,14.34,0,0,0.0,10000,228629.999,143400.0,0,0.0,0.0,-37.27857209149531,0.0
200,2008-10-24,13.9,0,0,0.0,10000,228629.999,139000.0,0,0.0,0.0,-39.20307894503381,0.0
201,2008-10-27,13.25,0,0,0.0,10000,228629.999,132500.0,0,0.0,0.0,-42.046100433215685,0.0
202,2008-10-28,13.41,0,0,0.0,10000,228629.999,134100.0,0,0.0,0.0,-41.34627975920168,0.0
203,2008-10-29,13.44,0,0,0.0,10000,228629.999,134400.0,0,0.0,0.0,-41.215063382824056,0.0
204,2008-10-30,14.25,0,0,0.0,10000,228629.999,142500.0,0,0.0,0.0,-37.67222122062818,0.0
205,2008-10-31,14.78,0,0,0.0,10000,228629.999,147800.0,0,0.0,0.0,-35.35406523795681,0.0
206,2008-11-03,15.28,0,0,0.0,10000,228629.999,152800.0,0,0.0,0.0,-33.16712563166306,0.0
207,2008-11-04,15.33,0,0,0.0,10000,228629.999,153300.0,0,0.0,0.0,-32.94843167103369,0.0
208,2008-11-05,15.27,0,0,0.0,10000,228629.999,152700.0,0,0.0,0.0,-33.21086442378894,0.0
209,2008-11-06,14.41,0,0,0.0,10000,228629.999,144100.0,0,0.0,0.0,-36.97240054661419,0.0
210,2008-11-07,14.68,0,0,0.0,10000,228629.999,146800.0,0,0.0,0.0,-35.791453159215564,0.0
211,2008-11-10,14.74,0,0,0.0,10000,228629.999,147400.0,0,0.0,0.0,-35.52902040646031,0.0
212,2008-11-11,14.39,0,0,0.0,10000,228629.999,143900.0,0,0.0,0.0,-37.05987813086594,0.0
213,2008-11-12,14.35,0,0,0.0,10000,228629.999,143500.0,0,0.0,0.0,-37.234833299369434,0.0
214,2008-11-13,13.96,0,0,0.0,10000,228629.999,139600.0,0,0.0,0.0,-38.940646192278564,0.0
215,2008-11-14,14.03,0,0,0.0,10000,228629.999,140300.0,0,0.0,0.0,-38.63447464739743,0.0
216,2008-11-17,14.0,1,1000,14000.0,11000,242629.999,154000.0,0,0.0,0.0,-36.52887085903998,0.0
217,2008-11-18,13.65,0,0,0.0,11000,242629.999,150150.0,0,0.0,0.0,-38.11564908756399,0.0
218,2008-11-19,13.6,0,0,0.0,11000,242629.999,149600.0,0,0.0,0.0,-38.34233169163884,0.0
219,2008-11-20,12.9,0,0,0.0,11000,242629.999,141900.0,0,0.0,0.0,-41.51588814868684,0.0
220,2008-11-21,12.89,0,0,0.0,11000,242629.999,141790.0,0,0.0,0.0,-41.56122466950182,0.0
221,2008-11-24,12.82,0,0,0.0,11000,242629.999,141020.0,0,0.0,0.0,-41.87858031520661,0.0
222,2008-11-25,13.07,0,0,0.0,11000,242629.999,143770.0,0,0.0,0.0,-40.74516729483233,0.0
223,2008-11-26,13.1,0,0,0.0,11000,242629.999,144100.0,0,0.0,0.0,-40.609157732387416,0.0
224,2008-11-27,13.64,0,0,0.0,11000,242629.999,150040.0,0,0.0,0.0,-38.16098560837896,0.0
225,2008-11-28,13.61,0,0,0.0,11000,242629.999,149710.0,0,0.0,0.0,-38.29699517082387,0.0
226,2008-12-01,13.73,0,0,0.0,11000,242629.999,151030.0,0,0.0,0.0,-37.75295692104421,0.0
227,2008-12-02,13.27,0,0,0.0,11000,242629.999,145970.0,0,0.0,0.0,-39.8384368785329,0.0
228,2008-12-03,13.13,0,0,0.0,11000,242629.999,144430.0,0,0.0,0.0,-40.473148169942505,0.0
229,2008-12-04,13.0,0,0,0.0,11000,242629.999,143000.0,0,0.0,0.0,-41.06252294053713,0.0
230,2008-12-05,12.92,0,0,0.0,11000,242629.999,142120.0,0,0.0,0.0,-41.4252151070569,0.0
231,2008-12-08,13.45,0,0,0.0,11000,242629.999,147950.0,0,0.0,0.0,-39.02237950386341,0.0
232,2008-12-09,13.56,0,0,0.0,11000,242629.999,149160.0,0,0.0,0.0,-38.52367777489873,0.0
233,2008-12-10,14.08,0,0,0.0,11000,242629.999,154880.0,0,0.0,0.0,-36.16617869252021,0.0
234,2008-12-11,14.11,0,0,0.0,11000,242629.999,155210.0,0,0.0,0.0,-36.0301691300753,0.0
235,2008-12-12,13.65,0,0,0.0,11000,242629.999,150150.0,0,0.0,0.0,-38.11564908756399,0.0
236,2008-12-15,14.03,1,1000,14030.0,12000,256659.999,168360.0,0,0.0,0.0,-34.40349074418877,0.0
237,2008-12-16,13.93,0,0,0.0,12000,256659.999,167160.0,0,0.0,0.0,-34.871035357558775,0.0
238,2008-12-17,14.0,0,0,0.0,12000,256659.999,168000.0,0,0.0,0.0,-34.54375412819978,0.0
239,2008-12-18,14.16,0,0,0.0,12000,256659.999,169920.0,0,0.0,0.0,-33.79568274680778,0.0
